2	16	16	2	2
1	16	16	4	4
50	16	2	2	2
3	16	2	4	2
1	16	2	4	4
1	16	3	2	2
1	16	4	1	2
5	16	4	2	2
1	16	4	4	1
3	16	4	4	4
1	1	1	1	1
1	1	1	2	2
44	1	2	2	2
2	1	2	2	4
1	1	2	4	2
1	1	3	2	4
4	1	4	2	2
1	1	4	4	2
1	1	4	4	4
2	2	16	16	2
1	2	16	16	4
2	2	16	2	16
2	2	16	2	1
112	2	16	2	2
3	2	16	2	4
10	2	16	4	2
2	2	16	4	4
1	2	1	1	1
35	2	1	2	2
1	2	1	2	4
3	2	1	4	2
12	2	2	16	16
177	2	2	16	2
8	2	2	16	4
1	2	2	1	16
23	2	2	1	2
3	2	2	1	4
149	2	2	2	16
226	2	2	2	1
26491	2	2	2	2
15	2	2	2	3
499	2	2	2	4
2	2	2	3	16
2	2	2	3	1
11	2	2	3	2
1	2	2	3	4
6	2	2	4	16
19	2	2	4	1
538	2	2	4	2
1	2	2	4	3
49	2	2	4	4
1	2	3	2	16
1	2	3	2	1
27	2	3	2	2
2	2	3	2	4
1	2	3	4	2
3	2	4	16	2
5	2	4	2	16
2	2	4	2	1
246	2	4	2	2
11	2	4	2	4
1	2	4	4	16
3	2	4	4	1
14	2	4	4	2
16	2	4	4	4
1	3	2	16	2
12	3	2	2	2
5	3	2	2	4
1	3	2	4	2
1	3	3	3	3
2	3	4	2	2
2	3	4	4	4
2	4	16	16	2
1	4	16	16	4
1	4	16	2	1
16	4	16	2	2
4	4	16	2	4
1	4	16	4	1
5	4	16	4	2
21	4	16	4	4
3	4	1	2	2
2	4	1	2	4
1	4	1	4	4
1	4	2	16	16
4	4	2	16	2
1	4	2	1	2
8	4	2	2	16
7	4	2	2	1
572	4	2	2	2
1	4	2	2	3
26	4	2	2	4
18	4	2	4	2
1	4	2	4	3
8	4	2	4	4
3	4	3	2	2
1	4	3	3	1
1	4	3	4	16
1	4	3	4	1
1	4	4	16	16
3	4	4	16	2
2	4	4	16	4
1	4	4	1	4
5	4	4	2	16
2	4	4	2	1
210	4	4	2	2
10	4	4	2	4
1	4	4	3	16
1	4	4	3	2
1	4	4	3	4
9	4	4	4	16
11	4	4	4	1
28	4	4	4	2
216	4	4	4	4
