9	16	16	16	16	2
30	16	16	16	2	2
2	16	16	16	4	2
1	16	16	1	2	2
5	16	16	2	16	2
7	16	16	2	2	2
1	16	16	2	4	4
1	16	16	4	16	2
4	16	16	4	2	2
2	16	16	4	4	4
1	16	1	16	2	2
1	16	1	3	3	2
1	16	2	16	16	2
3	16	2	16	2	2
1	16	2	2	16	16
10	16	2	2	16	2
1	16	2	2	16	4
42	16	2	2	2	2
3	16	2	2	2	4
1	16	2	2	4	1
3	16	2	2	4	2
1	16	2	2	4	3
2	16	2	2	4	4
1	16	2	3	2	2
8	16	2	4	16	2
46	16	2	4	2	2
1	16	2	4	2	3
2	16	2	4	4	2
4	16	2	4	4	4
1	16	3	16	16	3
5	16	4	2	2	2
2	16	4	2	2	4
2	16	4	2	4	2
1	16	4	2	4	4
1	16	4	3	16	4
1	16	4	3	2	2
20	16	4	4	2	2
1	16	4	4	4	2
9	16	4	4	4	4
1	1	1	16	2	4
1	1	1	1	1	1
1	1	1	1	3	4
1	1	1	2	16	2
2	1	1	2	2	2
1	1	1	3	2	4
1	1	1	4	2	2
3	1	2	16	2	2
2	1	2	16	4	4
1	1	2	1	2	2
1	1	2	1	4	4
3	1	2	2	16	2
1	1	2	2	1	2
17	1	2	2	2	2
1	1	2	2	4	2
5	1	2	3	2	2
4	1	2	4	2	2
2	1	2	4	4	2
1	1	3	2	16	2
1	1	4	1	4	4
2	1	4	2	16	2
3	1	4	2	2	2
1	1	4	2	4	1
2	1	4	2	4	4
1	1	4	4	16	4
26	1	4	4	2	2
1	1	4	4	2	4
1	1	4	4	4	2
13	1	4	4	4	4
2	2	16	16	16	16
3	2	16	16	16	2
1	2	16	16	16	4
5	2	16	16	2	2
1	2	16	16	4	4
1	2	16	1	16	2
1	2	16	1	2	2
2	2	16	2	16	16
30	2	16	2	16	2
2	2	16	2	16	4
1	2	16	2	1	4
1	2	16	2	2	1
135	2	16	2	2	2
1	2	16	2	2	3
3	2	16	2	2	4
7	2	16	2	4	2
14	2	16	2	4	4
1	2	16	3	2	2
2	2	16	4	16	2
5	2	16	4	2	2
3	2	16	4	4	4
4	2	1	16	16	2
1	2	1	16	2	2
1	2	1	16	3	2
1	2	1	1	1	1
2	2	1	1	2	2
1	2	1	1	3	2
2	2	1	2	16	2
1	2	1	2	2	1
46	2	1	2	2	2
1	2	1	2	4	1
1	2	1	3	16	2
2	2	1	3	2	2
6	2	1	4	2	2
2	2	1	4	2	4
3	2	1	4	4	2
2	2	1	4	4	4
3	2	2	16	16	2
1	2	2	16	16	4
1	2	2	16	1	2
1	2	2	16	2	1
142	2	2	16	2	2
1	2	2	16	2	4
4	2	2	16	4	2
3	2	2	16	4	4
1	2	2	1	2	1
6	2	2	1	2	2
3	2	2	1	2	4
1	2	2	1	4	2
2	2	2	1	4	4
30	2	2	2	16	16
3	2	2	2	16	1
1367	2	2	2	16	2
12	2	2	2	16	4
5	2	2	2	1	1
11	2	2	2	1	2
4	2	2	2	1	4
81	2	2	2	2	1
15818	2	2	2	2	2
24	2	2	2	2	3
68	2	2	2	2	4
7	2	2	2	3	2
4	2	2	2	3	4
14	2	2	2	4	1
159	2	2	2	4	2
1	2	2	2	4	3
65	2	2	2	4	4
1	2	2	3	2	1
8	2	2	3	2	2
1	2	2	3	2	4
1	2	2	3	4	2
14	2	2	4	16	2
9	2	2	4	16	4
1	2	2	4	1	1
1	2	2	4	1	2
4	2	2	4	2	1
414	2	2	4	2	2
6	2	2	4	2	4
3	2	2	4	4	1
37	2	2	4	4	2
119	2	2	4	4	4
1	2	3	16	2	2
1	2	3	2	16	2
7	2	3	2	2	2
1	2	3	4	4	2
3	2	4	1	2	2
1	2	4	1	2	4
2	2	4	1	4	1
1	2	4	1	4	4
2	2	4	2	16	2
2	2	4	2	16	4
2	2	4	2	2	1
84	2	4	2	2	2
1	2	4	2	2	4
1	2	4	2	4	1
2	2	4	2	4	2
3	2	4	2	4	4
2	2	4	3	2	2
1	2	4	3	4	2
6	2	4	4	16	2
2	2	4	4	2	1
49	2	4	4	2	2
2	2	4	4	2	4
1	2	4	4	4	1
8	2	4	4	4	2
27	2	4	4	4	4
3	3	16	2	2	2
1	3	16	4	16	2
1	3	16	4	2	2
2	3	1	2	2	2
1	3	1	2	4	1
1	3	1	2	4	2
1	3	2	16	2	2
1	3	2	1	2	2
2	3	2	2	1	2
1	3	2	2	2	1
4	3	2	2	2	2
1	3	2	2	3	2
1	3	2	2	3	4
1	3	2	2	4	2
1	3	2	2	4	3
1	3	2	3	4	1
1	3	2	4	16	2
1	3	2	4	2	2
1	3	4	1	2	2
1	3	4	2	2	2
4	3	4	4	2	2
1	3	4	4	2	4
1	3	4	4	4	1
1	3	4	4	4	2
4	3	4	4	4	4
5	4	16	16	16	16
9	4	16	16	16	2
2	4	16	16	16	4
1	4	16	16	1	2
1	4	16	16	2	1
22	4	16	16	2	2
3	4	16	16	2	4
4	4	16	16	4	2
1	4	16	1	1	2
1	4	16	1	2	2
1	4	16	2	16	16
82	4	16	2	16	2
1	4	16	2	16	3
1	4	16	2	16	4
4	4	16	2	2	1
179	4	16	2	2	2
1	4	16	2	2	3
7	4	16	2	2	4
30	4	16	2	4	2
1	4	16	2	4	3
27	4	16	2	4	4
1	4	16	3	16	2
1	4	16	3	2	1
8	4	16	3	2	2
1	4	16	3	2	4
2	4	16	3	4	4
2	4	16	4	16	16
7	4	16	4	16	2
4	4	16	4	16	4
2	4	16	4	1	2
3	4	16	4	2	1
57	4	16	4	2	2
1	4	16	4	2	3
10	4	16	4	2	4
13	4	16	4	4	2
38	4	16	4	4	4
1	4	1	16	2	2
4	4	1	2	16	2
10	4	1	2	2	2
1	4	1	2	2	4
1	4	1	2	4	4
4	4	1	3	2	2
2	4	1	4	16	2
1	4	1	4	2	1
9	4	1	4	2	2
1	4	1	4	2	4
1	4	1	4	4	1
10	4	1	4	4	2
2	4	1	4	4	4
11	4	2	16	16	2
2	4	2	16	16	4
2	4	2	16	2	1
55	4	2	16	2	2
1	4	2	16	2	3
5	4	2	16	2	4
1	4	2	16	3	2
1	4	2	16	4	1
4	4	2	16	4	2
12	4	2	16	4	4
9	4	2	1	2	2
1	4	2	1	4	1
2	4	2	1	4	2
1	4	2	1	4	3
1	4	2	1	4	4
1	4	2	2	16	16
77	4	2	2	16	2
5	4	2	2	16	4
1	4	2	2	1	2
339	4	2	2	2	2
4	4	2	2	2	3
5	4	2	2	2	4
1	4	2	2	3	2
1	4	2	2	3	3
30	4	2	2	4	2
31	4	2	2	4	4
1	4	2	3	2	1
11	4	2	3	2	2
2	4	2	3	4	2
4	4	2	3	4	4
6	4	2	4	16	16
339	4	2	4	16	2
38	4	2	4	16	4
3	4	2	4	1	1
5	4	2	4	1	2
21	4	2	4	2	1
2852	4	2	4	2	2
2	4	2	4	2	3
107	4	2	4	2	4
1	4	2	4	3	1
21	4	2	4	4	1
381	4	2	4	4	2
1	4	2	4	4	3
570	4	2	4	4	4
2	4	3	16	16	2
1	4	3	2	4	2
1	4	3	3	4	4
1	4	3	4	16	2
3	4	3	4	2	2
2	4	3	4	4	4
1	4	4	1	1	1
4	4	4	1	2	2
7	4	4	1	4	4
8	4	4	2	16	2
5	4	4	2	16	4
1	4	4	2	1	2
3	4	4	2	2	1
25	4	4	2	2	2
1	4	4	2	4	1
2	4	4	2	4	2
15	4	4	2	4	4
1	4	4	3	16	2
2	4	4	3	16	4
1	4	4	3	1	2
1	4	4	3	2	1
4	4	4	3	2	2
1	4	4	3	3	1
1	4	4	3	3	2
1	4	4	3	4	2
2	4	4	3	4	4
8	4	4	4	16	16
400	4	4	4	16	2
205	4	4	4	16	4
3	4	4	4	1	1
4	4	4	4	1	2
1	4	4	4	1	4
62	4	4	4	2	1
4429	4	4	4	2	2
7	4	4	4	2	3
188	4	4	4	2	4
4	4	4	4	3	2
1	4	4	4	3	4
91	4	4	4	4	1
642	4	4	4	4	2
2	4	4	4	4	3
3172	4	4	4	4	4
