1	16	16	16	2	2	2
1	16	16	16	4	2	2
3	16	16	1	16	4	2
2	16	16	2	2	2	2
4	16	16	2	4	2	2
1	16	16	2	4	4	16
3	16	16	2	4	4	2
1	16	16	4	16	4	2
1	16	16	4	4	1	2
1	16	1	2	2	2	2
1	16	1	2	2	4	2
2	16	2	16	16	16	2
4	16	2	16	16	1	2
4	16	2	16	16	2	2
16	16	2	16	16	4	2
1	16	2	16	1	2	2
1	16	2	16	1	4	2
8	16	2	16	2	2	2
1	16	2	16	2	3	2
3	16	2	16	2	4	2
1	16	2	16	3	1	2
1	16	2	16	3	4	2
2	16	2	16	4	16	2
2	16	2	16	4	1	2
1	16	2	16	4	2	16
27	16	2	16	4	2	2
1	16	2	16	4	4	1
31	16	2	16	4	4	2
1	16	2	16	4	4	4
1	16	2	1	2	4	2
1	16	2	2	16	1	2
4	16	2	2	16	2	2
2	16	2	2	16	4	2
3	16	2	2	1	2	2
1	16	2	2	1	2	4
2	16	2	2	1	4	2
1	16	2	2	2	16	2
8	16	2	2	2	2	16
167	16	2	2	2	2	2
7	16	2	2	2	2	4
6	16	2	2	2	4	2
1	16	2	2	2	4	4
1	16	2	2	3	2	2
1	16	2	2	4	1	2
4	16	2	2	4	2	16
20	16	2	2	4	2	2
1	16	2	2	4	4	16
17	16	2	2	4	4	2
1	16	2	2	4	4	4
1	16	2	3	16	1	2
8	16	2	3	16	2	2
3	16	2	3	16	4	2
2	16	2	3	1	2	2
1	16	2	3	2	1	2
3	16	2	3	2	2	2
2	16	2	3	2	4	2
1	16	2	3	4	3	3
2	16	2	4	16	16	2
3	16	2	4	16	1	2
3	16	2	4	16	4	2
2	16	2	4	2	2	2
3	16	2	4	2	4	2
1	16	2	4	4	16	2
1	16	2	4	4	16	4
26	16	2	4	4	2	2
1	16	2	4	4	2	4
40	16	2	4	4	4	2
1	16	3	3	4	2	2
1	16	4	1	3	4	2
1	16	4	2	1	1	2
1	16	4	2	1	2	2
1	16	4	2	2	16	2
16	16	4	2	2	2	2
1	16	4	2	2	2	4
1	16	4	2	2	3	2
1	16	4	2	2	4	2
1	16	4	2	2	4	4
8	16	4	2	4	2	2
1	16	4	2	4	4	2
1	16	4	3	4	4	2
1	16	4	4	16	1	2
2	16	4	4	16	4	2
1	16	4	4	1	16	2
1	16	4	4	1	2	2
5	16	4	4	2	2	2
2	16	4	4	2	4	2
1	16	4	4	3	16	2
1	16	4	4	3	2	2
3	16	4	4	4	1	2
91	16	4	4	4	2	2
1	16	4	4	4	3	4
3	16	4	4	4	4	16
1	16	4	4	4	4	1
196	16	4	4	4	4	2
1	16	4	4	4	4	3
11	16	4	4	4	4	4
1	1	1	1	1	2	2
1	1	1	2	16	4	2
1	1	1	2	4	2	2
1	1	1	2	4	4	1
1	1	1	3	1	2	2
1	1	1	4	4	4	2
2	1	2	16	16	2	2
2	1	2	16	2	2	2
1	1	2	16	3	2	2
5	1	2	16	4	2	2
6	1	2	16	4	4	2
1	1	2	1	2	2	2
1	1	2	1	2	4	2
