1	16	16	16	2	3
1	16	16	16	4	4
2	16	16	2	16	2
1	16	16	2	2	1
5	16	16	2	2	2
1	16	16	4	4	4
1	16	1	1	2	2
1	16	1	2	4	2
1	16	2	16	16	2
4	16	2	16	2	2
1	16	2	16	2	3
1	16	2	16	2	4
1	16	2	1	2	2
1	16	2	1	4	1
1	16	2	1	4	2
13	16	2	2	16	2
1	16	2	2	16	4
1	16	2	2	1	1
3	16	2	2	2	1
150	16	2	2	2	2
1	16	2	2	2	3
19	16	2	2	2	4
4	16	2	2	4	2
5	16	2	2	4	4
1	16	2	4	4	4
2	16	4	16	4	4
3	16	4	2	2	2
4	16	4	2	2	4
14	16	4	4	4	4
1	1	16	2	2	2
3	1	1	2	2	2
1	1	2	16	16	1
2	1	2	16	2	2
1	1	2	16	4	2
1	1	2	1	16	4
1	1	2	1	4	2
1	1	2	1	4	4
10	1	2	2	16	2
1	1	2	2	2	1
54	1	2	2	2	2
1	1	2	2	2	3
7	1	2	2	2	4
1	1	2	2	4	2
1	1	2	4	2	2
1	1	4	16	4	4
1	1	4	2	16	2
1	1	4	2	2	2
1	1	4	2	4	4
5	1	4	4	4	4
2	2	16	16	16	16
19	2	16	16	16	2
2	2	16	16	16	4
1	2	16	16	1	1
1	2	16	16	1	2
2	2	16	16	2	1
18	2	16	16	2	2
1	2	16	16	2	3
1	2	16	16	4	4
1	2	16	1	1	1
3	2	16	2	16	16
68	2	16	2	16	2
1	2	16	2	1	1
7	2	16	2	2	1
206	2	16	2	2	2
3	2	16	2	2	4
1	2	16	2	4	1
4	2	16	2	4	2
4	2	16	2	4	4
1	2	16	3	2	1
2	2	16	4	1	1
1	2	16	4	2	1
2	2	16	4	2	2
3	2	16	4	4	2
4	2	16	4	4	4
4	2	1	1	2	2
7	2	1	2	16	2
36	2	1	2	2	2
2	2	1	2	4	2
1	2	1	2	4	4
1	2	1	4	2	2
1	2	1	4	2	4
5	2	1	4	4	2
1	2	1	4	4	4
18	2	2	16	16	16
5	2	2	16	16	1
60	2	2	16	16	2
5	2	2	16	16	4
1	2	2	16	1	2
1	2	2	16	1	4
2	2	2	16	2	1
112	2	2	16	2	2
7	2	2	16	2	3
40	2	2	16	2	4
24	2	2	16	4	2
9	2	2	16	4	4
3	2	2	1	16	16
6	2	2	1	16	2
142	2	2	1	16	4
1	2	2	1	1	2
1	2	2	1	1	4
1	2	2	1	2	1
29	2	2	1	2	2
2	2	2	1	2	3
2	2	2	1	2	4
1	2	2	1	3	2
5	2	2	1	4	1
114	2	2	1	4	2
34	2	2	1	4	3
15	2	2	1	4	4
49	2	2	2	16	16
6	2	2	2	16	1
2088	2	2	2	16	2
6	2	2	2	16	3
33	2	2	2	16	4
2	2	2	2	1	1
10	2	2	2	1	2
3	2	2	2	1	4
123	2	2	2	2	1
21715	2	2	2	2	2
82	2	2	2	2	3
1518	2	2	2	2	4
7	2	2	2	3	1
2	2	2	2	3	2
5	2	2	2	3	3
5	2	2	2	4	1
204	2	2	2	4	2
10	2	2	2	4	3
536	2	2	2	4	4
1	2	2	3	16	2
2	2	2	3	2	2
1	2	2	3	2	4
1	2	2	3	4	2
1	2	2	4	1	1
1	2	2	4	1	2
1	2	2	4	1	4
61	2	2	4	2	2
7	2	2	4	2	3
8	2	2	4	2	4
14	2	2	4	4	2
46	2	2	4	4	4
1	2	3	1	4	2
1	2	3	2	1	2
14	2	3	2	2	2
1	2	3	2	4	2
1	2	3	2	4	4
1	2	3	3	2	2
6	2	3	4	2	2
1	2	3	4	4	4
1	2	4	16	16	16
6	2	4	16	16	2
3	2	4	16	16	4
1	2	4	16	1	2
1	2	4	16	2	1
8	2	4	16	2	2
1	2	4	16	2	4
2	2	4	16	3	2
50	2	4	16	4	4
1	2	4	1	2	1
1	2	4	1	2	2
1	2	4	1	3	2
1	2	4	1	4	2
1	2	4	2	16	16
12	2	4	2	16	2
2	2	4	2	16	4
1	2	4	2	2	1
204	2	4	2	2	2
44	2	4	2	2	4
2	2	4	2	4	2
37	2	4	2	4	4
2	2	4	3	4	2
2	2	4	4	1	2
1	2	4	4	1	4
9	2	4	4	2	2
5	2	4	4	2	4
1	2	4	4	4	1
7	2	4	4	4	2
2	2	4	4	4	3
466	2	4	4	4	4
1	3	1	2	16	2
3	3	2	2	16	2
20	3	2	2	2	2
1	3	2	2	4	4
1	3	3	1	2	4
1	3	4	2	2	4
1	4	16	16	16	16
2	4	16	16	16	2
3	4	16	16	16	4
1	4	16	16	2	2
5	4	16	2	2	2
1	4	16	2	2	4
1	4	16	2	4	4
2	4	16	4	4	4
1	4	1	1	1	1
1	4	1	2	2	2
1	4	1	2	4	4
4	4	1	4	4	4
2	4	2	16	16	2
1	4	2	16	1	2
3	4	2	16	2	4
1	4	2	16	4	2
1	4	2	16	4	3
1	4	2	16	4	4
1	4	2	1	16	2
7	4	2	1	16	4
2	4	2	1	2	2
3	4	2	1	4	2
1	4	2	1	4	3
2	4	2	1	4	4
2	4	2	2	16	16
37	4	2	2	16	2
3	4	2	2	16	4
1	4	2	2	2	1
318	4	2	2	2	2
2	4	2	2	2	3
33	4	2	2	2	4
2	4	2	2	4	1
7	4	2	2	4	2
21	4	2	2	4	4
1	4	2	4	2	2
1	4	2	4	2	3
3	4	2	4	4	4
1	4	3	4	4	2
1	4	4	16	16	2
3	4	4	16	16	4
1	4	4	16	1	2
1	4	4	16	2	2
1	4	4	16	2	4
2	4	4	16	4	2
44	4	4	16	4	4
1	4	4	1	16	4
1	4	4	1	4	4
1	4	4	2	16	16
9	4	4	2	16	2
2	4	4	2	16	4
1	4	4	2	2	1
60	4	4	2	2	2
6	4	4	2	2	4
10	4	4	2	4	4
2	4	4	4	1	2
7	4	4	4	2	2
2	4	4	4	2	4
1	4	4	4	3	2
1	4	4	4	4	1
8	4	4	4	4	2
4	4	4	4	4	3
673	4	4	4	4	4
