23	4	2	4	4	2
13	4	2	4	4	4
1	4	3	16	2	2
2	4	3	1	1	2
2	4	3	1	1	4
1	4	3	1	3	4
1	4	3	2	2	2
1	4	3	4	4	4
1	4	4	1	1	2
1	4	4	1	2	1
3	4	4	2	16	2
1	4	4	2	16	4
8	4	4	2	2	16
3	4	4	2	2	1
532	4	4	2	2	2
1	4	4	2	2	3
13	4	4	2	2	4
1	4	4	2	3	2
1	4	4	2	4	1
53	4	4	2	4	2
2	4	4	2	4	4
1	4	4	4	1	16
1	4	4	4	1	1
95	4	4	4	2	16
15	4	4	4	2	1
6019	4	4	4	2	2
6	4	4	4	2	3
121	4	4	4	2	4
1	4	4	4	3	16
1	4	4	4	3	3
30	4	4	4	4	1
835	4	4	4	4	2
18	4	4	4	4	3
626	4	4	4	4	4
