1	16	16	16	2	2
2	16	16	16	4	4
3	16	16	2	16	2
11	16	16	2	2	2
1	16	16	2	4	4
1	16	16	4	4	4
1	16	2	16	2	2
6	16	2	2	16	2
1	16	2	2	2	1
49	16	2	2	2	2
1	16	2	2	2	4
2	16	2	2	4	2
3	16	2	2	4	4
4	16	2	4	2	2
1	16	2	4	4	4
2	16	3	2	2	2
2	16	4	2	2	2
1	16	4	2	2	4
1	16	4	3	16	2
2	16	4	4	4	4
2	1	1	1	1	1
1	1	1	2	4	4
1	1	1	4	4	4
1	1	2	16	2	2
1	1	2	1	2	2
4	1	2	2	16	2
33	1	2	2	2	2
3	1	2	4	2	2
1	1	3	2	1	4
1	1	4	1	4	2
3	1	4	2	2	2
1	1	4	2	4	2
1	1	4	3	2	2
5	1	4	4	4	4
6	2	16	16	16	2
4	2	16	16	2	2
1	2	16	1	2	2
2	2	16	2	16	16
1	2	16	2	16	1
32	2	16	2	16	2
2	2	16	2	16	4
202	2	16	2	2	2
2	2	16	2	2	4
3	2	16	2	4	2
17	2	16	2	4	4
1	2	16	3	2	2
1	2	16	3	4	2
1	2	16	3	4	4
1	2	16	4	4	4
1	2	1	16	2	2
1	2	1	1	2	2
2	2	1	2	16	2
1	2	1	2	2	1
92	2	1	2	2	2
1	2	1	2	4	2
1	2	1	2	4	4
1	2	1	4	16	2
8	2	1	4	2	2
1	2	1	4	2	4
1	2	1	4	4	1
1	2	1	4	4	2
1	2	2	16	16	1
3	2	2	16	16	2
173	2	2	16	2	2
3	2	2	16	2	4
2	2	2	16	4	1
6	2	2	16	4	4
1	2	2	1	2	1
12	2	2	1	2	2
1	2	2	1	4	4
66	2	2	2	16	16
1992	2	2	2	16	2
1	2	2	2	16	3
11	2	2	2	16	4
1	2	2	2	1	1
6	2	2	2	1	2
1	2	2	2	1	3
107	2	2	2	2	1
24595	2	2	2	2	2
48	2	2	2	2	3
98	2	2	2	2	4
5	2	2	2	3	2
2	2	2	2	3	3
1	2	2	2	3	4
11	2	2	2	4	1
146	2	2	2	4	2
2	2	2	2	4	3
90	2	2	2	4	4
1	2	2	3	16	2
24	2	2	3	2	2
1	2	2	3	2	3
1	2	2	3	4	2
1	2	2	3	4	4
7	2	2	4	16	2
11	2	2	4	16	4
1	2	2	4	2	1
596	2	2	4	2	2
5	2	2	4	2	4
3	2	2	4	4	1
9	2	2	4	4	2
1	2	2	4	4	3
150	2	2	4	4	4
1	2	3	2	16	2
6	2	3	2	2	2
1	2	3	2	4	4
4	2	4	2	16	2
2	2	4	2	2	1
155	2	4	2	2	2
1	2	4	2	2	4
1	2	4	2	4	1
1	2	4	2	4	2
2	2	4	2	4	4
1	2	4	3	4	4
1	2	4	4	16	16
1	2	4	4	16	3
1	2	4	4	16	4
18	2	4	4	2	2
1	2	4	4	2	3
1	2	4	4	2	4
16	2	4	4	4	4
1	3	16	16	4	2
3	3	16	2	2	2
1	3	1	2	16	2
1	3	1	2	2	2
2	3	2	2	16	2
1	3	2	2	2	1
9	3	2	2	2	2
1	3	2	2	4	2
2	3	3	2	2	2
1	3	4	4	4	2
2	3	4	4	4	4
1	4	16	16	4	4
11	4	16	2	2	2
2	4	16	2	4	4
1	4	16	4	16	16
1	4	16	4	2	2
1	4	16	4	2	4
6	4	16	4	4	4
1	4	1	16	16	2
1	4	1	16	2	2
4	4	1	2	2	2
1	4	2	16	16	16
1	4	2	16	16	2
3	4	2	16	2	2
1	4	2	16	4	2
1	4	2	1	4	1
37	4	2	2	16	2
1	4	2	2	16	4
5	4	2	2	2	1
415	4	2	2	2	2
1	4	2	2	2	3
4	4	2	2	2	4
1	4	2	2	3	4
2	4	2	2	4	2
4	4	2	2	4	4
2	4	2	4	16	2
6	4	2	4	16	4
42	4	2	4	2	2
1	4	2	4	4	1
1	4	2	4	4	2
31	4	2	4	4	4
1	4	3	16	4	4
1	4	3	2	2	2
1	4	3	2	4	4
1	4	4	1	4	4
1	4	4	2	16	2
11	4	4	2	2	2
2	4	4	2	2	4
2	4	4	2	4	4
11	4	4	4	16	2
1	4	4	4	16	3
22	4	4	4	16	4
38	4	4	4	2	2
1	4	4	4	2	3
2	4	4	4	2	4
10	4	4	4	4	1
3	4	4	4	4	2
337	4	4	4	4	4
