7	16	16	2	2
1	16	16	2	4
1	16	16	3	2
2	16	16	4	2
6	16	16	4	4
1	16	1	2	4
4	16	2	1	2
1	16	2	1	4
99	16	2	2	2
3	16	2	2	4
3	16	2	3	2
2	16	2	4	2
1	16	2	4	4
1	16	3	2	2
5	16	4	2	2
1	16	4	2	4
4	16	4	4	16
1	16	4	4	1
8	16	4	4	2
208	16	4	4	4
1	1	16	16	4
1	1	1	1	1
1	1	1	1	4
1	1	1	2	2
3	1	2	1	4
1	1	2	2	1
22	1	2	2	2
1	1	2	2	3
4	1	2	2	4
1	1	2	3	4
1	1	2	4	2
4	1	2	4	4
1	1	3	1	2
1	1	3	1	4
1	1	3	3	16
1	1	3	4	2
1	1	3	4	4
2	1	4	1	16
2	1	4	1	2
2	1	4	1	4
1	1	4	2	16
4	1	4	2	2
5	1	4	2	4
6	1	4	3	4
1	1	4	4	16
2	1	4	4	2
62	1	4	4	4
1	2	16	16	16
1	2	16	16	2
19	2	16	16	4
2	2	16	1	2
7	2	16	2	16
260	2	16	2	2
13	2	16	2	4
10	2	16	3	2
2	2	16	3	4
11	2	16	4	2
49	2	16	4	4
2	2	1	1	2
2	2	1	1	4
1	2	1	2	1
22	2	1	2	2
190	2	1	2	4
1	2	1	3	2
4	2	1	4	1
2	2	1	4	2
9	2	1	4	4
1	2	2	1	1
50	2	2	1	2
8	2	2	1	4
32	2	2	2	16
13	2	2	2	1
13868	2	2	2	2
8	2	2	2	3
416	2	2	2	4
2	2	2	3	16
4	2	2	3	1
139	2	2	3	2
1	2	2	3	3
9	2	2	3	4
4	2	2	4	16
2	2	2	4	1
80	2	2	4	2
55	2	2	4	4
1	2	3	1	2
1	2	3	1	4
4	2	3	2	2
7	2	3	2	4
2	2	3	4	2
2	2	3	4	4
2	2	4	1	1
6	2	4	1	2
17	2	4	1	4
1	2	4	2	16
173	2	4	2	2
1	2	4	2	3
20	2	4	2	4
3	2	4	3	16
1	2	4	3	1
42	2	4	3	2
10	2	4	3	4
13	2	4	4	16
3	2	4	4	1
73	2	4	4	2
1	2	4	4	3
992	2	4	4	4
1	3	16	16	2
2	3	16	4	4
1	3	1	2	2
1	3	2	1	16
1	3	2	1	2
1	3	2	1	4
12	3	2	2	2
6	3	2	2	4
1	3	2	3	4
1	3	2	4	2
2	3	2	4	4
2	3	4	4	16
1	3	4	4	2
9	3	4	4	4
1	4	16	16	16
3	4	16	16	2
14	4	16	16	4
1	4	16	2	16
8	4	16	2	2
6	4	16	2	4
1	4	16	3	4
12	4	16	4	16
6	4	16	4	1
23	4	16	4	2
1	4	16	4	3
318	4	16	4	4
1	4	1	1	16
7	4	1	1	4
1	4	1	2	1
2	4	1	2	2
18	4	1	2	4
1	4	1	3	4
2	4	1	4	1
3	4	1	4	4
4	4	2	1	2
5	4	2	1	4
2	4	2	2	16
1	4	2	2	1
244	4	2	2	2
2	4	2	2	3
32	4	2	2	4
5	4	2	3	2
1	4	2	3	4
2	4	2	4	16
1	4	2	4	1
7	4	2	4	2
1	4	2	4	3
45	4	2	4	4
3	4	3	1	4
9	4	3	2	4
6	4	3	4	4
2	4	4	1	16
1	4	4	1	1
5	4	4	1	2
46	4	4	1	4
4	4	4	2	16
1	4	4	2	1
17	4	4	2	2
76	4	4	2	4
3	4	4	3	16
11	4	4	3	2
2	4	4	3	3
32	4	4	3	4
132	4	4	4	16
28	4	4	4	1
237	4	4	4	2
17	4	4	4	3
15335	4	4	4	4
