2	16	16	16	2	2	2	2
1	16	16	2	2	16	16	2
1	16	16	2	2	16	2	16
1	16	16	2	2	16	2	2
5	16	16	2	2	2	2	2
1	16	16	2	2	2	4	2
1	16	16	2	2	4	2	2
1	16	16	2	4	2	2	2
1	16	16	2	4	2	2	4
5	16	16	4	2	2	2	2
1	16	16	4	2	2	2	3
1	16	16	4	4	1	2	2
10	16	16	4	4	2	2	2
2	16	16	4	4	4	2	4
4	16	16	4	4	4	4	2
10	16	16	4	4	4	4	4
1	16	1	2	2	2	2	2
1	16	1	4	4	2	2	2
5	16	2	16	2	2	2	2
1	16	2	16	4	16	16	4
1	16	2	16	4	2	2	16
2	16	2	16	4	2	2	2
1	16	2	1	4	2	2	2
2	16	2	2	16	2	2	2
3	16	2	2	1	2	2	2
1	16	2	2	1	4	1	3
3	16	2	2	2	16	16	2
3	16	2	2	2	16	2	16
6	16	2	2	2	16	2	2
1	16	2	2	2	1	2	2
2	16	2	2	2	2	2	16
1	16	2	2	2	2	2	1
335	16	2	2	2	2	2	2
2	16	2	2	2	2	2	4
1	16	2	2	2	2	3	16
10	16	2	2	2	2	4	2
1	16	2	2	2	4	1	2
1	16	2	2	2	4	4	2
4	16	2	2	2	4	4	4
2	16	2	2	3	2	2	2
1	16	2	2	4	16	2	2
2	16	2	2	4	1	2	2
1	16	2	2	4	2	1	2
1	16	2	2	4	2	2	1
24	16	2	2	4	2	2	2
2	16	2	2	4	2	4	2
1	16	2	2	4	4	4	2
1	16	2	3	1	2	2	2
1	16	2	4	1	2	2	2
1	16	2	4	4	2	2	2
1	16	2	4	4	2	2	4
3	16	2	4	4	4	4	4
1	16	3	4	4	2	2	2
4	16	4	16	2	2	2	2
1	16	4	16	4	4	4	2
3	16	4	16	4	4	4	4
1	16	4	1	4	4	4	4
1	16	4	2	2	16	16	2
16	16	4	2	2	2	2	2
1	16	4	2	2	4	4	2
1	16	4	2	2	4	4	4
1	16	4	2	4	1	2	2
1	16	4	2	4	2	2	2
17	16	4	4	2	2	2	2
1	16	4	4	3	4	4	4
1	16	4	4	4	16	16	4
13	16	4	4	4	2	2	2
1	16	4	4	4	2	4	4
1	16	4	4	4	4	4	16
3	16	4	4	4	4	4	2
23	16	4	4	4	4	4	4
1	1	16	2	2	16	4	2
1	1	1	2	2	16	2	1
2	1	1	2	2	16	2	2
9	1	1	2	2	2	2	2
2	1	1	2	2	2	2	4
1	1	1	2	4	2	2	2
1	1	1	3	2	2	2	2
2	1	2	16	2	2	2	2
1	1	2	2	2	16	2	2
14	1	2	2	2	2	2	2
1	1	2	2	2	4	1	4
1	1	2	3	2	2	2	2
1	1	2	4	2	2	2	2
1	1	4	2	16	2	2	2
2	1	4	2	2	2	2	2
1	1	4	2	2	2	2	4
1	1	4	2	4	2	2	2
1	2	16	16	16	2	2	2
1	2	16	16	2	16	2	2
19	2	16	16	2	2	2	2
1	2	16	16	2	2	4	2
1	2	16	16	2	4	4	4
2	2	16	16	4	2	2	2
1	2	16	2	16	2	2	2
1	2	16	2	2	16	16	2
10	2	16	2	2	16	2	2
1	2	16	2	2	1	2	1
1	2	16	2	2	2	1	1
1	2	16	2	2	2	2	16
1	2	16	2	2	2	2	1
112	2	16	2	2	2	2	2
1	2	16	2	2	2	2	4
3	2	16	2	2	2	4	2
1	2	16	2	2	4	4	2
1	2	16	2	2	4	4	4
2	2	16	2	4	2	2	2
1	2	16	2	4	4	2	2
1	2	16	4	1	2	2	2
11	2	16	4	2	2	2	2
1	2	16	4	2	4	4	4
1	2	16	4	4	4	4	4
2	2	1	16	2	2	2	2
1	2	1	1	2	16	2	2
1	2	1	1	2	2	2	2
1	2	1	2	16	2	2	2
10	2	1	2	2	2	2	2
1	2	1	2	2	2	4	4
1	2	1	2	2	4	4	4
1	2	1	2	4	2	2	2
2	2	1	4	16	2	2	2
2	2	1	4	2	2	2	2
1	2	2	16	16	16	2	16
1	2	2	16	16	16	2	2
10	2	2	16	16	2	2	2
1	2	2	16	16	2	2	4
1	2	2	16	16	4	4	4
4	2	2	16	1	2	2	2
1	2	2	16	2	16	16	16
3	2	2	16	2	16	16	2
1	2	2	16	2	16	16	4
11	2	2	16	2	16	2	2
1	2	2	16	2	16	4	2
1	2	2	16	2	1	4	4
279	2	2	16	2	2	2	2
3	2	2	16	2	2	2	4
1	2	2	16	2	2	3	1
13	2	2	16	2	2	4	2
2	2	2	16	2	4	2	2
2	2	2	16	2	4	4	2
6	2	2	16	2	4	4	4
1	2	2	16	3	2	2	2
9	2	2	16	4	2	2	2
1	2	2	16	4	2	2	4
1	2	2	16	4	4	4	4
1	2	2	1	16	2	2	2
3	2	2	1	1	2	2	2
1	2	2	1	2	16	16	2
5	2	2	1	2	16	2	2
2	2	2	1	2	16	4	2
1	2	2	1	2	1	2	16
1	2	2	1	2	1	2	2
1	2	2	1	2	2	2	16
1	2	2	1	2	2	2	1
54	2	2	1	2	2	2	2
1	2	2	1	2	2	4	1
3	2	2	1	2	2	4	2
1	2	2	1	2	2	4	4
1	2	2	1	2	3	3	1
1	2	2	1	2	4	4	4
2	2	2	1	4	2	2	2
1	2	2	2	16	16	2	16
1	2	2	2	16	16	2	2
1	2	2	2	16	16	4	2
3	2	2	2	16	1	2	2
27	2	2	2	16	2	2	2
2	2	2	2	16	2	4	2
1	2	2	2	16	2	4	3
1	2	2	2	16	2	4	4
1	2	2	2	16	4	2	2
1	2	2	2	16	4	4	2
1	2	2	2	1	16	4	2
2	2	2	2	1	1	2	2
1	2	2	2	1	2	1	2
1	2	2	2	1	2	2	1
38	2	2	2	1	2	2	2
1	2	2	2	1	2	4	2
5	2	2	2	1	4	1	4
2	2	2	2	1	4	4	4
18	2	2	2	2	16	16	16
3	2	2	2	2	16	16	1
197	2	2	2	2	16	16	2
14	2	2	2	2	16	16	4
60	2	2	2	2	16	2	16
16	2	2	2	2	16	2	1
456	2	2	2	2	16	2	2
2	2	2	2	2	16	2	3
5	2	2	2	2	16	2	4
11	2	2	2	2	16	4	2
3	2	2	2	2	16	4	4
1	2	2	2	2	1	1	4
1	2	2	2	2	1	2	16
2	2	2	2	2	1	2	1
30	2	2	2	2	1	2	2
2	2	2	2	2	1	2	4
8	2	2	2	2	1	4	2
3	2	2	2	2	1	4	4
4	2	2	2	2	2	1	1
14	2	2	2	2	2	1	2
9	2	2	2	2	2	1	4
43	2	2	2	2	2	2	16
42	2	2	2	2	2	2	1
23673	2	2	2	2	2	2	2
9	2	2	2	2	2	2	3
181	2	2	2	2	2	2	4
4	2	2	2	2	2	3	16
2	2	2	2	2	2	3	1
7	2	2	2	2	2	3	2
2	2	2	2	2	2	3	3
1	2	2	2	2	2	4	16
4	2	2	2	2	2	4	1
392	2	2	2	2	2	4	2
1	2	2	2	2	2	4	3
75	2	2	2	2	2	4	4
1	2	2	2	2	3	2	16
4	2	2	2	2	3	2	2
2	2	2	2	2	3	4	2
1	2	2	2	2	3	4	4
1	2	2	2	2	4	1	1
3	2	2	2	2	4	1	2
2	2	2	2	2	4	1	4
2	2	2	2	2	4	2	16
135	2	2	2	2	4	2	2
3	2	2	2	2	4	2	4
1	2	2	2	2	4	3	3
2	2	2	2	2	4	4	16
3	2	2	2	2	4	4	1
96	2	2	2	2	4	4	2
470	2	2	2	2	4	4	4
25	2	2	2	3	2	2	2
2	2	2	2	3	4	4	4
1	2	2	2	4	16	16	1
3	2	2	2	4	16	16	2
3	2	2	2	4	16	2	16
9	2	2	2	4	16	2	2
3	2	2	2	4	16	4	2
2	2	2	2	4	1	2	2
1	2	2	2	4	1	4	1
1	2	2	2	4	1	4	4
1	2	2	2	4	2	1	3
1	2	2	2	4	2	1	4
2	2	2	2	4	2	2	16
231	2	2	2	4	2	2	2
6	2	2	2	4	2	2	4
16	2	2	2	4	2	4	2
1	2	2	2	4	2	4	4
4	2	2	2	4	4	2	2
1	2	2	2	4	4	3	1
4	2	2	2	4	4	4	2
14	2	2	2	4	4	4	4
1	2	2	3	1	2	2	2
7	2	2	3	2	2	2	2
1	2	2	3	2	4	2	2
2	2	2	3	2	4	4	4
1	2	2	4	16	2	2	2
1	2	2	4	2	16	16	4
5	2	2	4	2	16	2	2
2	2	2	4	2	1	2	2
1	2	2	4	2	1	4	2
2	2	2	4	2	2	2	1
226	2	2	4	2	2	2	2
7	2	2	4	2	2	2	4
7	2	2	4	2	2	4	2
5	2	2	4	2	2	4	4
7	2	2	4	2	4	2	2
4	2	2	4	2	4	4	2
11	2	2	4	2	4	4	4
1	2	2	4	4	16	2	2
11	2	2	4	4	2	2	2
1	2	2	4	4	2	2	4
2	2	2	4	4	2	4	2
1	2	2	4	4	3	2	2
1	2	2	4	4	3	4	2
1	2	2	4	4	4	4	2
10	2	2	4	4	4	4	4
13	2	3	2	2	2	2	2
1	2	3	2	2	2	4	2
1	2	3	2	2	4	1	4
1	2	3	2	2	4	2	2
1	2	3	2	4	2	2	2
1	2	4	16	2	16	4	2
1	2	4	16	2	2	2	2
1	2	4	16	2	2	4	4
1	2	4	16	2	4	4	4
2	2	4	16	4	2	2	2
1	2	4	1	2	2	2	2
3	2	4	2	1	2	2	2
6	2	4	2	2	16	2	2
1	2	4	2	2	1	4	4
1	2	4	2	2	2	2	1
201	2	4	2	2	2	2	2
4	2	4	2	2	2	2	4
8	2	4	2	2	2	4	2
3	2	4	2	2	2	4	4
1	2	4	2	2	4	2	2
1	2	4	2	2	4	2	4
7	2	4	2	2	4	4	2
16	2	4	2	2	4	4	4
1	2	4	2	3	2	2	2
13	2	4	2	4	2	2	2
1	2	4	2	4	4	4	2
2	2	4	2	4	4	4	4
1	2	4	3	2	2	2	2
1	2	4	4	16	2	2	2
1	2	4	4	2	1	3	2
26	2	4	4	2	2	2	2
1	2	4	4	2	2	2	4
1	2	4	4	2	2	4	2
2	2	4	4	2	4	4	4
1	2	4	4	4	16	16	4
7	2	4	4	4	2	2	2
1	2	4	4	4	2	4	2
1	2	4	4	4	2	4	4
1	2	4	4	4	4	2	2
2	2	4	4	4	4	4	2
11	2	4	4	4	4	4	4
1	3	16	16	4	4	4	4
1	3	16	1	4	4	4	4
2	3	16	2	2	2	2	2
2	3	1	2	2	2	2	2
1	3	1	4	16	2	2	2
1	3	2	16	2	2	2	2
1	3	2	1	1	3	2	2
6	3	2	2	2	2	2	2
1	3	2	2	2	2	2	4
1	3	3	2	2	2	1	2
1	3	4	1	4	4	4	4
1	3	4	2	2	2	2	2
1	3	4	4	2	2	2	2
5	3	4	4	4	4	4	4
1	4	1	2	2	16	2	2
2	4	1	2	2	2	2	2
1	4	1	2	2	4	2	2
1	4	1	3	4	2	2	2
1	4	2	16	2	16	2	3
9	4	2	16	2	2	2	2
1	4	2	16	4	16	2	3
2	4	2	16	4	2	2	2
2	4	2	16	4	4	4	4
1	4	2	1	16	4	4	4
1	4	2	2	16	2	4	2
1	4	2	2	1	2	2	2
1	4	2	2	2	16	16	2
1	4	2	2	2	16	2	16
3	4	2	2	2	16	2	2
1	4	2	2	2	16	2	4
2	4	2	2	2	1	2	2
1	4	2	2	2	2	2	16
2	4	2	2	2	2	2	1
321	4	2	2	2	2	2	2
7	4	2	2	2	2	2	4
8	4	2	2	2	2	4	2
1	4	2	2	2	2	4	4
2	4	2	2	2	4	2	2
4	4	2	2	2	4	4	2
4	4	2	2	2	4	4	4
2	4	2	2	3	2	2	2
11	4	2	2	4	2	2	2
1	4	2	2	4	4	1	4
1	4	2	2	4	4	2	2
7	4	2	4	2	2	2	2
1	4	2	4	2	2	4	2
4	4	2	4	4	2	2	2
1	4	2	4	4	4	4	2
1	4	2	4	4	4	4	4
1	4	3	2	2	2	2	2
2	4	3	2	3	2	2	2
1	4	3	2	4	2	2	2
11	4	4	16	2	2	2	2
1	4	4	16	4	16	4	16
1	4	4	16	4	16	4	4
10	4	4	16	4	2	2	2
1	4	4	16	4	4	2	2
1	4	4	16	4	4	4	2
19	4	4	16	4	4	4	4
4	4	4	1	2	2	2	2
1	4	4	1	4	4	4	2
1	4	4	2	1	2	2	2
1	4	4	2	1	4	4	2
1	4	4	2	2	16	16	2
1	4	4	2	2	16	2	16
7	4	4	2	2	16	2	2
1	4	4	2	2	16	4	2
1	4	4	2	2	1	2	1
1	4	4	2	2	2	1	1
238	4	4	2	2	2	2	2
4	4	4	2	2	2	2	4
3	4	4	2	2	2	4	2
1	4	4	2	2	2	4	4
7	4	4	2	2	4	2	2
7	4	4	2	2	4	4	2
5	4	4	2	2	4	4	4
2	4	4	2	3	2	2	2
8	4	4	2	4	2	2	2
1	4	4	3	2	2	2	1
1	4	4	4	16	16	4	4
2	4	4	4	16	2	2	2
1	4	4	4	16	2	4	2
1	4	4	4	16	4	4	4
1	4	4	4	2	16	16	2
1	4	4	4	2	16	16	4
7	4	4	4	2	16	2	2
1	4	4	4	2	16	4	4
166	4	4	4	2	2	2	2
6	4	4	4	2	2	2	4
1	4	4	4	2	2	4	1
14	4	4	4	2	2	4	2
