5	16	16	2	2
2	16	16	2	4
1	16	16	4	16
10	16	16	4	2
1	16	16	4	4
1	16	1	1	4
1	16	1	4	2
1	16	2	16	2
1	16	2	16	4
1	16	2	1	4
1	16	2	2	16
50	16	2	2	2
6	16	2	2	4
1	16	2	4	16
1	16	2	4	1
15	16	2	4	2
1	16	2	4	4
1	16	3	2	2
1	16	4	2	16
44	16	4	2	2
3	16	4	2	4
1	16	4	4	16
1	16	4	4	1
30	16	4	4	2
10	16	4	4	4
1	1	16	2	2
1	1	1	1	1
2	1	1	1	3
1	1	1	2	1
5	1	1	2	2
1	1	1	4	16
2	1	1	4	2
1	1	1	4	4
1	1	2	16	2
1	1	2	16	3
26	1	2	2	2
7	1	2	4	2
4	1	3	2	2
1	1	4	2	1
16	1	4	2	2
2	1	4	2	4
5	1	4	4	2
1	1	4	4	4
5	2	16	16	2
3	2	16	2	16
2	2	16	2	1
140	2	16	2	2
2	2	16	2	3
5	2	16	2	4
2	2	16	4	16
39	2	16	4	2
9	2	16	4	4
43	2	1	2	2
3	2	1	2	4
1	2	1	4	1
5	2	1	4	2
10	2	2	16	16
2	2	2	16	1
132	2	2	16	2
5	2	2	16	4
1	2	2	1	1
15	2	2	1	2
1	2	2	1	4
123	2	2	2	16
174	2	2	2	1
21180	2	2	2	2
11	2	2	2	3
307	2	2	2	4
6	2	2	3	2
5	2	2	4	16
21	2	2	4	1
494	2	2	4	2
30	2	2	4	4
53	2	3	2	2
1	2	3	3	3
1	2	3	4	4
2	2	4	16	2
1	2	4	16	4
2	2	4	1	16
1	2	4	1	2
15	2	4	2	16
8	2	4	2	1
522	2	4	2	2
47	2	4	2	4
3	2	4	3	2
2	2	4	4	16
2	2	4	4	1
116	2	4	4	2
1	2	4	4	3
30	2	4	4	4
1	3	16	2	1
11	3	16	2	2
1	3	16	4	2
2	3	1	2	2
1	3	1	4	2
1	3	2	1	4
21	3	2	2	2
1	3	2	2	3
7	3	2	2	4
1	3	2	4	16
1	3	2	4	1
2	3	2	4	2
4	3	2	4	4
1	3	3	4	2
5	3	4	2	2
1	3	4	2	4
2	3	4	4	1
15	3	4	4	2
3	3	4	4	4
1	4	16	16	16
18	4	16	16	2
9	4	16	16	4
8	4	16	2	16
11	4	16	2	1
348	4	16	2	2
41	4	16	2	4
19	4	16	4	16
12	4	16	4	1
477	4	16	4	2
114	4	16	4	4
1	4	1	2	16
1	4	1	2	1
23	4	1	2	2
1	4	1	2	3
3	4	1	2	4
1	4	1	4	16
27	4	1	4	2
5	4	1	4	4
1	4	2	16	16
8	4	2	16	2
1	4	2	1	4
3	4	2	2	16
3	4	2	2	1
477	4	2	2	2
16	4	2	2	4
3	4	2	4	1
44	4	2	4	2
8	4	2	4	4
2	4	3	16	2
6	4	3	2	2
1	4	3	2	4
1	4	3	4	1
8	4	3	4	2
6	4	4	16	16
1	4	4	16	1
32	4	4	16	2
19	4	4	16	4
1	4	4	1	16
2	4	4	1	1
8	4	4	1	2
1	4	4	1	4
69	4	4	2	16
86	4	4	2	1
4063	4	4	2	2
1	4	4	2	3
495	4	4	2	4
11	4	4	3	2
1	4	4	3	4
41	4	4	4	16
53	4	4	4	1
2753	4	4	4	2
7	4	4	4	3
824	4	4	4	4
