1	16	2	16	2	2	1
5	16	2	16	2	2	2
2	16	2	16	2	2	4
1	16	2	2	16	2	2
1	16	2	2	2	16	2
1	16	2	2	2	1	4
1	16	2	2	2	2	16
2	16	2	2	2	2	1
373	16	2	2	2	2	2
3	16	2	2	2	2	4
2	16	2	2	2	3	2
2	16	2	2	2	4	2
1	16	2	2	4	16	2
8	16	2	2	4	2	2
1	16	2	2	4	2	4
1	16	2	2	4	4	4
3	16	2	3	2	2	2
1	16	2	4	2	1	4
4	16	2	4	2	2	2
3	16	2	4	4	2	2
2	16	3	2	2	2	2
8	16	4	2	2	2	2
1	16	4	2	4	4	2
2	16	4	3	2	2	2
1	16	4	4	2	2	2
4	16	4	4	4	2	2
2	16	4	4	4	4	2
4	16	4	4	4	4	4
1	1	16	2	1	1	2
1	1	16	2	2	16	2
4	1	16	2	2	2	2
1	1	2	1	2	2	2
19	1	2	2	2	2	2
1	1	2	2	4	3	2
1	1	2	4	4	2	2
1	1	2	4	4	4	2
1	1	4	2	2	16	2
5	1	4	2	2	2	2
10	2	16	16	2	2	2
4	2	16	16	4	2	2
1	2	16	16	4	4	4
1	2	16	1	16	2	2
2	2	16	1	1	2	2
1	2	16	1	2	2	2
2	2	16	2	16	2	2
1	2	16	2	2	16	2
1	2	16	2	2	1	2
2	2	16	2	2	2	16
1	2	16	2	2	2	1
293	2	16	2	2	2	2
3	2	16	2	2	2	4
1	2	16	2	2	4	1
2	2	16	2	2	4	2
5	2	16	2	4	2	2
1	2	16	2	4	2	4
1	2	16	3	1	2	2
1	2	16	3	3	3	3
4	2	16	4	2	2	2
2	2	16	4	4	2	2
2	2	16	4	4	4	2
1	2	16	4	4	4	4
2	2	1	16	2	2	2
1	2	1	2	16	2	3
1	2	1	2	2	2	1
28	2	1	2	2	2	2
1	2	1	2	4	2	2
2	2	1	2	4	4	4
2	2	1	4	2	2	2
2	2	1	4	4	2	2
2	2	1	4	4	4	4
1	2	2	16	16	16	16
1	2	2	16	16	2	16
22	2	2	16	16	2	2
1	2	2	16	16	4	2
5	2	2	16	1	2	2
2	2	2	16	2	16	2
1	2	2	16	2	16	4
1	2	2	16	2	1	4
1	2	2	16	2	2	16
161	2	2	16	2	2	2
5	2	2	16	2	2	4
4	2	2	16	2	4	2
2	2	2	16	2	4	4
2	2	2	16	3	2	2
4	2	2	16	4	2	2
2	2	2	1	16	16	2
5	2	2	1	16	2	2
1	2	2	1	16	4	2
1	2	2	1	1	2	2
15	2	2	1	2	2	2
1	2	2	1	2	4	2
2	2	2	1	3	2	2
11	2	2	1	4	2	2
2	2	2	2	16	16	16
2	2	2	2	16	16	2
3	2	2	2	16	2	16
115	2	2	2	16	2	2
2	2	2	2	16	2	4
3	2	2	2	16	4	2
2	2	2	2	16	4	4
1	2	2	2	1	16	16
1	2	2	2	1	1	3
8	2	2	2	1	2	2
2	2	2	2	1	2	4
17	2	2	2	2	16	16
123	2	2	2	2	16	2
14	2	2	2	2	16	4
7	2	2	2	2	1	2
17	2	2	2	2	1	4
178	2	2	2	2	2	16
41	2	2	2	2	2	1
25336	2	2	2	2	2	2
7	2	2	2	2	2	3
206	2	2	2	2	2	4
1	2	2	2	2	3	1
8	2	2	2	2	3	2
2	2	2	2	2	3	4
3	2	2	2	2	4	16
11	2	2	2	2	4	1
171	2	2	2	2	4	2
1	2	2	2	2	4	3
25	2	2	2	2	4	4
1	2	2	2	3	1	4
7	2	2	2	3	2	2
1	2	2	2	3	3	16
1	2	2	2	4	16	16
1	2	2	2	4	16	2
1	2	2	2	4	1	2
2	2	2	2	4	1	4
2	2	2	2	4	2	16
5	2	2	2	4	2	1
286	2	2	2	4	2	2
10	2	2	2	4	2	4
33	2	2	2	4	4	2
1	2	2	2	4	4	3
96	2	2	2	4	4	4
1	2	2	3	2	16	2
25	2	2	3	2	2	2
1	2	2	3	2	2	4
1	2	2	3	2	4	2
3	2	2	3	4	2	2
2	2	2	3	4	4	2
2	2	2	4	2	1	4
2	2	2	4	2	2	1
110	2	2	4	2	2	2
3	2	2	4	2	2	4
3	2	2	4	2	4	2
1	2	2	4	4	2	16
79	2	2	4	4	2	2
3	2	2	4	4	2	4
1	2	2	4	4	4	1
13	2	2	4	4	4	2
32	2	2	4	4	4	4
1	2	3	2	2	16	2
2	2	3	2	2	2	16
1	2	3	2	2	2	1
130	2	3	2	2	2	2
1	2	3	2	2	2	3
7	2	3	2	2	2	4
3	2	3	2	2	3	2
1	2	3	2	2	3	4
1	2	3	2	2	4	16
1	2	3	2	2	4	1
2	2	3	2	2	4	2
1	2	3	2	4	1	2
2	2	3	2	4	2	2
1	2	3	2	4	4	2
1	2	3	3	2	2	2
1	2	3	3	3	3	3
1	2	3	4	2	2	2
1	2	3	4	4	2	2
1	2	3	4	4	4	4
2	2	4	16	16	2	2
1	2	4	16	2	1	2
3	2	4	16	2	2	2
1	2	4	16	4	16	2
1	2	4	16	4	2	16
2	2	4	16	4	2	2
1	2	4	16	4	4	2
2	2	4	16	4	4	4
2	2	4	2	16	2	2
1	2	4	2	16	4	4
1	2	4	2	1	16	4
1	2	4	2	1	2	2
1	2	4	2	2	16	2
1	2	4	2	2	16	4
4	2	4	2	2	2	16
1	2	4	2	2	2	1
346	2	4	2	2	2	2
5	2	4	2	2	2	4
5	2	4	2	2	4	2
3	2	4	2	2	4	4
1	2	4	2	3	2	2
17	2	4	2	4	2	2
1	2	4	2	4	2	3
5	2	4	2	4	4	2
5	2	4	2	4	4	4
5	2	4	3	2	2	2
1	2	4	3	4	2	2
1	2	4	4	1	4	4
8	2	4	4	2	2	2
1	2	4	4	4	2	16
1	2	4	4	4	2	1
73	2	4	4	4	2	2
2	2	4	4	4	3	2
27	2	4	4	4	4	2
68	2	4	4	4	4	4
1	3	16	2	2	2	2
1	3	2	1	2	2	2
1	3	2	1	2	2	4
1	3	2	2	16	2	2
2	3	2	2	2	2	16
69	3	2	2	2	2	2
2	3	2	2	2	2	4
1	3	2	2	4	4	4
1	3	3	2	2	2	4
1	3	3	3	2	2	2
1	3	3	4	2	2	2
1	3	4	2	2	2	16
1	3	4	2	2	2	2
1	4	16	16	4	4	2
2	4	16	16	4	4	4
1	4	16	2	16	2	2
4	4	16	2	2	2	2
1	4	16	2	2	4	2
1	4	16	2	4	4	4
1	4	16	4	4	2	2
3	4	16	4	4	4	2
8	4	16	4	4	4	4
3	4	1	2	2	2	2
1	4	1	4	4	2	2
3	4	1	4	4	4	4
5	4	2	16	2	2	2
