1	16	16	4	4	4	2	2
1	16	1	2	4	4	2	2
4	16	1	4	4	2	2	2
1	16	1	4	4	4	2	2
1	16	2	1	4	2	2	2
2	16	2	2	2	16	2	2
1	16	2	2	2	2	16	2
31	16	2	2	2	2	2	2
2	16	2	2	2	2	2	4
1	16	2	2	2	4	4	2
1	16	2	2	4	2	2	2
1	16	2	2	4	4	2	2
1	16	2	4	2	2	16	2
4	16	2	4	2	2	2	2
1	16	2	4	4	2	2	2
1	16	3	1	4	2	16	4
1	16	3	1	4	4	4	4
1	16	4	16	2	2	2	2
1	16	4	2	1	2	2	2
2	16	4	2	2	2	2	2
1	16	4	4	16	3	2	2
1	16	4	4	2	2	16	2
36	16	4	4	2	2	2	2
2	16	4	4	2	4	2	2
1	16	4	4	4	2	16	2
1	16	4	4	4	2	2	16
44	16	4	4	4	2	2	2
2	16	4	4	4	2	2	4
1	16	4	4	4	2	4	2
1	16	4	4	4	4	16	2
17	16	4	4	4	4	2	2
1	16	4	4	4	4	4	4
1	1	16	4	4	2	2	2
1	1	16	4	4	2	3	2
1	1	1	1	1	2	1	2
1	1	1	1	2	2	2	2
1	1	1	1	2	4	4	2
1	1	1	1	4	2	2	2
1	1	1	1	4	4	2	2
1	1	1	2	4	1	2	16
1	1	1	2	4	4	1	2
1	1	1	3	2	2	2	2
1	1	1	4	2	16	2	2
3	1	1	4	4	2	2	2
1	1	2	1	2	2	2	2
1	1	2	1	4	2	2	2
1	1	2	1	4	2	4	2
1	1	2	2	1	2	2	2
1	1	2	2	2	2	16	2
34	1	2	2	2	2	2	2
1	1	2	2	2	2	4	4
1	1	2	2	2	4	2	2
3	1	2	2	4	2	2	2
1	1	2	2	4	4	4	2
1	1	2	2	4	4	4	4
4	1	2	4	2	2	2	2
1	1	2	4	2	4	2	2
7	1	2	4	4	2	2	2
1	1	2	4	4	2	4	2
2	1	2	4	4	4	2	2
1	1	3	1	2	2	2	2
1	1	3	1	4	2	2	2
1	1	3	2	2	2	2	2
1	1	3	3	16	1	1	1
1	1	3	4	2	2	2	2
1	1	3	4	4	2	2	2
2	1	4	1	2	2	2	2
2	1	4	1	4	2	2	2
1	1	4	1	4	4	2	2
2	1	4	2	2	2	2	2
1	1	4	2	4	2	2	2
1	1	4	2	4	4	2	2
1	1	4	3	2	2	2	2
1	1	4	3	4	2	2	2
1	1	4	4	2	16	2	2
11	1	4	4	2	2	2	2
2	1	4	4	2	4	2	2
1	1	4	4	4	2	16	2
13	1	4	4	4	2	2	2
1	1	4	4	4	4	2	1
8	1	4	4	4	4	2	2
1	2	16	16	2	2	16	16
9	2	16	16	2	2	2	2
1	2	16	16	4	2	2	16
6	2	16	16	4	2	2	2
1	2	16	16	4	4	2	2
3	2	16	1	2	2	2	2
1	2	16	2	16	16	2	2
1	2	16	2	16	2	2	2
1	2	16	2	1	1	1	4
1	2	16	2	2	16	16	2
5	2	16	2	2	16	2	2
1	2	16	2	2	16	2	4
1	2	16	2	2	2	16	16
6	2	16	2	2	2	16	2
2	2	16	2	2	2	2	16
3	2	16	2	2	2	2	1
313	2	16	2	2	2	2	2
3	2	16	2	2	2	2	4
1	2	16	2	2	2	4	16
2	2	16	2	2	2	4	2
1	2	16	2	2	2	4	4
1	2	16	2	2	3	2	2
2	2	16	2	4	2	2	16
33	2	16	2	4	2	2	2
1	2	16	2	4	4	2	2
1	2	16	3	2	2	2	2
1	2	16	4	16	16	2	2
1	2	16	4	16	2	2	2
1	2	16	4	1	2	2	2
1	2	16	4	1	3	16	2
1	2	16	4	1	3	2	2
1	2	16	4	1	4	2	2
1	2	16	4	2	16	2	2
1	2	16	4	2	1	2	2
19	2	16	4	2	2	2	2
1	2	16	4	2	2	2	4
2	2	16	4	2	4	2	2
1	2	16	4	2	4	4	2
1	2	16	4	4	2	16	2
35	2	16	4	4	2	2	2
1	2	16	4	4	2	2	3
1	2	16	4	4	2	4	2
1	2	16	4	4	3	2	2
4	2	16	4	4	4	2	2
2	2	16	4	4	4	4	2
1	2	16	4	4	4	4	4
4	2	1	1	2	2	2	2
2	2	1	1	4	2	2	2
1	2	1	1	4	4	2	2
1	2	1	2	2	16	2	2
1	2	1	2	2	2	16	2
1	2	1	2	2	2	2	16
13	2	1	2	2	2	2	2
1	2	1	2	2	3	2	1
1	2	1	2	4	2	2	16
4	2	1	2	4	2	2	2
1	2	1	2	4	4	2	2
1	2	1	4	1	2	2	2
11	2	1	4	2	2	2	2
1	2	1	4	4	16	2	2
1	2	1	4	4	2	16	2
64	2	1	4	4	2	2	2
1	2	1	4	4	2	4	2
1	2	1	4	4	4	16	2
4	2	1	4	4	4	2	2
1	2	1	4	4	4	2	4
1	2	2	16	16	2	16	2
12	2	2	16	16	2	2	2
1	2	2	16	2	16	2	2
1	2	2	16	2	1	2	2
1	2	2	16	2	2	2	16
1	2	2	16	2	2	2	1
80	2	2	16	2	2	2	2
1	2	2	16	3	2	2	2
2	2	2	16	3	4	2	2
1	2	2	16	4	2	2	16
3	2	2	16	4	2	2	2
1	2	2	16	4	4	2	2
1	2	2	1	16	2	2	2
1	2	2	1	1	4	2	2
1	2	2	1	2	16	16	2
1	2	2	1	2	2	1	2
1	2	2	1	2	2	2	1
34	2	2	1	2	2	2	2
2	2	2	1	2	2	2	3
1	2	2	1	2	2	4	3
1	2	2	1	3	2	2	2
9	2	2	1	4	2	2	2
1	2	2	1	4	2	4	2
1	2	2	2	16	16	16	2
4	2	2	2	16	16	2	2
4	2	2	2	16	2	2	16
54	2	2	2	16	2	2	2
3	2	2	2	16	4	2	2
1	2	2	2	1	1	2	2
2	2	2	2	1	2	16	2
1	2	2	2	1	2	2	16
16	2	2	2	1	2	2	2
1	2	2	2	1	2	2	3
1	2	2	2	1	2	2	4
2	2	2	2	1	2	4	2
1	2	2	2	1	3	2	2
1	2	2	2	1	4	2	2
8	2	2	2	2	16	16	2
2	2	2	2	2	16	16	4
1	2	2	2	2	16	2	16
1	2	2	2	2	16	2	1
59	2	2	2	2	16	2	2
5	2	2	2	2	16	2	4
12	2	2	2	2	1	2	2
2	2	2	2	2	1	2	4
1	2	2	2	2	1	4	2
2	2	2	2	2	2	16	16
3	2	2	2	2	2	16	1
182	2	2	2	2	2	16	2
4	2	2	2	2	2	16	4
1	2	2	2	2	2	1	16
6	2	2	2	2	2	1	2
1	2	2	2	2	2	1	3
5	2	2	2	2	2	1	4
81	2	2	2	2	2	2	16
20	2	2	2	2	2	2	1
14704	2	2	2	2	2	2	2
41	2	2	2	2	2	2	3
154	2	2	2	2	2	2	4
4	2	2	2	2	2	3	2
4	2	2	2	2	2	4	16
109	2	2	2	2	2	4	2
37	2	2	2	2	2	4	4
5	2	2	2	2	3	2	2
1	2	2	2	2	4	16	16
1	2	2	2	2	4	16	2
1	2	2	2	2	4	1	2
54	2	2	2	2	4	2	2
5	2	2	2	2	4	2	4
1	2	2	2	2	4	3	2
7	2	2	2	2	4	4	2
9	2	2	2	2	4	4	4
1	2	2	2	3	16	2	2
3	2	2	2	3	2	16	2
1	2	2	2	3	2	2	1
6	2	2	2	3	2	2	2
1	2	2	2	3	2	2	3
1	2	2	2	3	2	2	4
2	2	2	2	4	16	16	2
1	2	2	2	4	16	2	2
1	2	2	2	4	16	4	4
4	2	2	2	4	1	2	2
11	2	2	2	4	2	16	2
1	2	2	2	4	2	1	2
13	2	2	2	4	2	2	16
1	2	2	2	4	2	2	1
253	2	2	2	4	2	2	2
9	2	2	2	4	2	2	4
1	2	2	2	4	2	3	3
1	2	2	2	4	2	4	16
8	2	2	2	4	2	4	2
5	2	2	2	4	2	4	4
1	2	2	2	4	4	16	16
14	2	2	2	4	4	2	2
1	2	2	2	4	4	2	4
8	2	2	2	4	4	4	4
14	2	2	3	2	2	2	2
1	2	2	3	4	4	2	2
4	2	2	4	16	2	2	2
1	2	2	4	16	2	4	2
1	2	2	4	1	2	2	2
4	2	2	4	2	16	2	2
1	2	2	4	2	1	2	2
2	2	2	4	2	2	16	16
5	2	2	4	2	2	16	2
1	2	2	4	2	2	1	2
1	2	2	4	2	2	1	4
